response,age,income,response_pt_2,age_range,tokens
"It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",71.0,"Income: $25,000 - $50,000","It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",65+,snap
"It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",71.0,"Income: $25,000 - $50,000","It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",65+,benefit
"It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",71.0,"Income: $25,000 - $50,000","It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",65+,online
"It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",71.0,"Income: $25,000 - $50,000","It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",65+,buy
"It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",71.0,"Income: $25,000 - $50,000","It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",65+,fresh
"It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",71.0,"Income: $25,000 - $50,000","It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",65+,perishable
"It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",71.0,"Income: $25,000 - $50,000","It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",65+,low
"It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",71.0,"Income: $25,000 - $50,000","It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",65+,carb
"It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",71.0,"Income: $25,000 - $50,000","It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",65+,food
"It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",71.0,"Income: $25,000 - $50,000","It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",65+,diabetic
"It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",71.0,"Income: $25,000 - $50,000","It's save me from going hungry. Groceries are much more expensive, especially critical on a low income fixed income. (I couldn't leave my home to shop since | am high risk, and delivery/tip not affordable. | couldn't use my SNAP benefit online to buy fresh/perishable low carb food for diabetic diet.) ",65+,diet
"   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",61.0,"Income: $25,000 - $50,000","   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",55-64,received
"   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",61.0,"Income: $25,000 - $50,000","   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",55-64,$
"   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",61.0,"Income: $25,000 - $50,000","   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",55-64,"1,200"
"   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",61.0,"Income: $25,000 - $50,000","   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",55-64,eligible
"   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",61.0,"Income: $25,000 - $50,000","   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",55-64,funds
"   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",61.0,"Income: $25,000 - $50,000","   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",55-64,pay
"   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",61.0,"Income: $25,000 - $50,000","   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",55-64,rent
"   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",61.0,"Income: $25,000 - $50,000","   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",55-64,bills
"   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",61.0,"Income: $25,000 - $50,000","   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",55-64,buy
"   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",61.0,"Income: $25,000 - $50,000","   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",55-64,food
"   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",61.0,"Income: $25,000 - $50,000","   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",55-64,$
"   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",61.0,"Income: $25,000 - $50,000","   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",55-64,"1,200"
"   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",61.0,"Income: $25,000 - $50,000","   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",55-64,check
"   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",61.0,"Income: $25,000 - $50,000","   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",55-64,especially
"   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",61.0,"Income: $25,000 - $50,000","   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",55-64,getting
"   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",61.0,"Income: $25,000 - $50,000","   I received the $1,200 but wasn't eligible for  the other funds. I've used it to pay rent and  bills and to buy food. However, one $1,200  check isn't enough, especially for those of us NOT getting any other assistance.    ",55-64,assistance
Paid bills off,60.0,"Income: Under $25,000",Paid bills off,55-64,paid
Paid bills off,60.0,"Income: Under $25,000",Paid bills off,55-64,bills
It was not much of a help. More help is. needed ,39.0,"Income: $25,000 - $50,000",It was not much of a help. More help is. needed ,35-44,help
It was not much of a help. More help is. needed ,39.0,"Income: $25,000 - $50,000",It was not much of a help. More help is. needed ,35-44,help
It was not much of a help. More help is. needed ,39.0,"Income: $25,000 - $50,000",It was not much of a help. More help is. needed ,35-44,needed
Some good need more,35.0,"Income: $25,000 - $50,000",Some good need more,35-44,good
Some good need more,35.0,"Income: $25,000 - $50,000",Some good need more,35-44,need
It help me with my everyday life,22.0,"Income: $50,001 - $75,000",It help me with my everyday life,18-24,help
It help me with my everyday life,22.0,"Income: $50,001 - $75,000",It help me with my everyday life,18-24,everyday
It help me with my everyday life,22.0,"Income: $50,001 - $75,000",It help me with my everyday life,18-24,life
It has made a big impact on me.,29.0,"Income: Under $25,000",It has made a big impact on me.,25-34,big
It has made a big impact on me.,29.0,"Income: Under $25,000",It has made a big impact on me.,25-34,impact
good for saving,36.0,"Income: $50,001 - $75,000",good for saving,35-44,good
good for saving,36.0,"Income: $50,001 - $75,000",good for saving,35-44,saving
Good,19.0,"Income: $50,001 - $75,000",Good,18-24,good
I was able to pay off debt,33.0,"Income: More than $150,000",I was able to pay off debt,25-34,able
I was able to pay off debt,33.0,"Income: More than $150,000",I was able to pay off debt,25-34,pay
I was able to pay off debt,33.0,"Income: More than $150,000",I was able to pay off debt,25-34,debt
It has made sure i’ve had food on my plate,22.0,"Income: More than $150,000",It has made sure i’ve had food on my plate,18-24,sure
It has made sure i’ve had food on my plate,22.0,"Income: More than $150,000",It has made sure i’ve had food on my plate,18-24,food
It has made sure i’ve had food on my plate,22.0,"Income: More than $150,000",It has made sure i’ve had food on my plate,18-24,plate
1 was able to pay some bills,30.0,"Income: $25,000 - $50,000",1 was able to pay some bills,25-34,able
1 was able to pay some bills,30.0,"Income: $25,000 - $50,000",1 was able to pay some bills,25-34,pay
1 was able to pay some bills,30.0,"Income: $25,000 - $50,000",1 was able to pay some bills,25-34,bills
Made me sa    ,47.0,"Income: Under $25,000",Made me sa    ,45-54,sa
Helped pay bills,65.0,"Income: $25,000 - $50,000",Helped pay bills,65+,helped
Helped pay bills,65.0,"Income: $25,000 - $50,000",Helped pay bills,65+,pay
Helped pay bills,65.0,"Income: $25,000 - $50,000",Helped pay bills,65+,bills
In a good way it helped me pay a lilnbit of my bills ,46.0,"Income: $25,000 - $50,000",In a good way it helped me pay a lilnbit of my bills ,45-54,good
In a good way it helped me pay a lilnbit of my bills ,46.0,"Income: $25,000 - $50,000",In a good way it helped me pay a lilnbit of my bills ,45-54,way
In a good way it helped me pay a lilnbit of my bills ,46.0,"Income: $25,000 - $50,000",In a good way it helped me pay a lilnbit of my bills ,45-54,helped
In a good way it helped me pay a lilnbit of my bills ,46.0,"Income: $25,000 - $50,000",In a good way it helped me pay a lilnbit of my bills ,45-54,pay
In a good way it helped me pay a lilnbit of my bills ,46.0,"Income: $25,000 - $50,000",In a good way it helped me pay a lilnbit of my bills ,45-54,lilnbit
In a good way it helped me pay a lilnbit of my bills ,46.0,"Income: $25,000 - $50,000",In a good way it helped me pay a lilnbit of my bills ,45-54,bills
iam using it to pay bills,24.0,"Income: $25,000 - $50,000",iam using it to pay bills,18-24,iam
iam using it to pay bills,24.0,"Income: $25,000 - $50,000",iam using it to pay bills,18-24,pay
iam using it to pay bills,24.0,"Income: $25,000 - $50,000",iam using it to pay bills,18-24,bills
Kept me afloat,47.0,"Income: $100,001 - $150,000",Kept me afloat,45-54,kept
Kept me afloat,47.0,"Income: $100,001 - $150,000",Kept me afloat,45-54,afloat
Allowed us to keep above water,40.0,"Income: More than $150,000",Allowed us to keep above water,35-44,allowed
Allowed us to keep above water,40.0,"Income: More than $150,000",Allowed us to keep above water,35-44,water
Helped a bit,20.0,"Income: Under $25,000",Helped a bit,18-24,helped
Helped a bit,20.0,"Income: Under $25,000",Helped a bit,18-24,bit
Helped,50.0,"Income: $100,001 - $150,000",Helped,45-54,helped
i payed my bills,21.0,"Income: $75,001 - $100,000",i payed my bills,18-24,payed
i payed my bills,21.0,"Income: $75,001 - $100,000",i payed my bills,18-24,bills
Helped alot,30.0,"Income: $25,000 - $50,000",Helped alot,25-34,helped
Helped alot,30.0,"Income: $25,000 - $50,000",Helped alot,25-34,alot
1200 realy helped pay the bills,35.0,"Income: $50,001 - $75,000",1200 realy helped pay the bills,35-44,1200
1200 realy helped pay the bills,35.0,"Income: $50,001 - $75,000",1200 realy helped pay the bills,35-44,realy
1200 realy helped pay the bills,35.0,"Income: $50,001 - $75,000",1200 realy helped pay the bills,35-44,helped
1200 realy helped pay the bills,35.0,"Income: $50,001 - $75,000",1200 realy helped pay the bills,35-44,pay
1200 realy helped pay the bills,35.0,"Income: $50,001 - $75,000",1200 realy helped pay the bills,35-44,bills
We paid enough back rent so we wouldn't be evicted ,49.0,"Income: $25,000 - $50,000",We paid enough back rent so we wouldn't be evicted ,45-54,paid
We paid enough back rent so we wouldn't be evicted ,49.0,"Income: $25,000 - $50,000",We paid enough back rent so we wouldn't be evicted ,45-54,rent
We paid enough back rent so we wouldn't be evicted ,49.0,"Income: $25,000 - $50,000",We paid enough back rent so we wouldn't be evicted ,45-54,evicted
made us feel more secure,75.0,"Income: $50,001 - $75,000",made us feel more secure,65+,feel
made us feel more secure,75.0,"Income: $50,001 - $75,000",made us feel more secure,65+,secure
It’s not enough to pay bills and support myself for 4 months ,20.0,"Income: $25,000 - $50,000",It’s not enough to pay bills and support myself for 4 months ,18-24,pay
It’s not enough to pay bills and support myself for 4 months ,20.0,"Income: $25,000 - $50,000",It’s not enough to pay bills and support myself for 4 months ,18-24,bills
It’s not enough to pay bills and support myself for 4 months ,20.0,"Income: $25,000 - $50,000",It’s not enough to pay bills and support myself for 4 months ,18-24,support
It’s not enough to pay bills and support myself for 4 months ,20.0,"Income: $25,000 - $50,000",It’s not enough to pay bills and support myself for 4 months ,18-24,4
It’s not enough to pay bills and support myself for 4 months ,20.0,"Income: $25,000 - $50,000",It’s not enough to pay bills and support myself for 4 months ,18-24,months
it help pay bills for a month but that's about all it did ,53.0,"Income: Under $25,000",it help pay bills for a month but that's about all it did ,45-54,help
it help pay bills for a month but that's about all it did ,53.0,"Income: Under $25,000",it help pay bills for a month but that's about all it did ,45-54,pay
it help pay bills for a month but that's about all it did ,53.0,"Income: Under $25,000",it help pay bills for a month but that's about all it did ,45-54,bills
it help pay bills for a month but that's about all it did ,53.0,"Income: Under $25,000",it help pay bills for a month but that's about all it did ,45-54,month
Kept me afloat for one month,27.0,"Income: $50,001 - $75,000",Kept me afloat for one month,25-34,kept
Kept me afloat for one month,27.0,"Income: $50,001 - $75,000",Kept me afloat for one month,25-34,afloat
Kept me afloat for one month,27.0,"Income: $50,001 - $75,000",Kept me afloat for one month,25-34,month
Great,49.0,"Income: Under $25,000",Great,45-54,great
It has helped us a lot,66.0,"Income: $50,001 - $75,000",It has helped us a lot,65+,helped
It has helped us a lot,66.0,"Income: $50,001 - $75,000",It has helped us a lot,65+,lot
For the better since the kids are home all day they eat way more food then usual. ,39.0,"Income: $50,001 - $75,000",For the better since the kids are home all day they eat way more food then usual. ,35-44,better
For the better since the kids are home all day they eat way more food then usual. ,39.0,"Income: $50,001 - $75,000",For the better since the kids are home all day they eat way more food then usual. ,35-44,kids
For the better since the kids are home all day they eat way more food then usual. ,39.0,"Income: $50,001 - $75,000",For the better since the kids are home all day they eat way more food then usual. ,35-44,home
For the better since the kids are home all day they eat way more food then usual. ,39.0,"Income: $50,001 - $75,000",For the better since the kids are home all day they eat way more food then usual. ,35-44,day
For the better since the kids are home all day they eat way more food then usual. ,39.0,"Income: $50,001 - $75,000",For the better since the kids are home all day they eat way more food then usual. ,35-44,eat
For the better since the kids are home all day they eat way more food then usual. ,39.0,"Income: $50,001 - $75,000",For the better since the kids are home all day they eat way more food then usual. ,35-44,way
For the better since the kids are home all day they eat way more food then usual. ,39.0,"Income: $50,001 - $75,000",For the better since the kids are home all day they eat way more food then usual. ,35-44,food
For the better since the kids are home all day they eat way more food then usual. ,39.0,"Income: $50,001 - $75,000",For the better since the kids are home all day they eat way more food then usual. ,35-44,usual
It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,38.0,"Income: $50,001 - $75,000",It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,35-44,helped
It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,38.0,"Income: $50,001 - $75,000",It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,35-44,m
It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,38.0,"Income: $50,001 - $75,000",It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,35-44,screwed
It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,38.0,"Income: $50,001 - $75,000",It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,35-44,trump
It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,38.0,"Income: $50,001 - $75,000",It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,35-44,botched
It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,38.0,"Income: $50,001 - $75,000",It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,35-44,coronavirus
It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,38.0,"Income: $50,001 - $75,000",It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,35-44,response
It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,38.0,"Income: $50,001 - $75,000",It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,35-44,100
It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,38.0,"Income: $50,001 - $75,000",It has helped but im still screwed. Trump botched the coronavirus response. 100% his fault. ,35-44,fault
It helped me until | found a new job,25.0,"Income: $75,001 - $100,000",It helped me until | found a new job,25-34,helped
It helped me until | found a new job,25.0,"Income: $75,001 - $100,000",It helped me until | found a new job,25-34,found
It helped me until | found a new job,25.0,"Income: $75,001 - $100,000",It helped me until | found a new job,25-34,new
It helped me until | found a new job,25.0,"Income: $75,001 - $100,000",It helped me until | found a new job,25-34,job
Helped our savings,59.0,"Income: $25,000 - $50,000",Helped our savings,55-64,helped
Helped our savings,59.0,"Income: $25,000 - $50,000",Helped our savings,55-64,savings
helped,49.0,"Income: $50,001 - $75,000",helped,45-54,helped
Helpful,61.0,"Income: $75,001 - $100,000",Helpful,55-64,helpful
It able to pay for bills,20.0,"Income: $50,001 - $75,000",It able to pay for bills,18-24,able
It able to pay for bills,20.0,"Income: $50,001 - $75,000",It able to pay for bills,18-24,pay
It able to pay for bills,20.0,"Income: $50,001 - $75,000",It able to pay for bills,18-24,bills
Helped,68.0,"Income: $50,001 - $75,000",Helped,65+,helped
has helped to pay some bills,66.0,"Income: Under $25,000",has helped to pay some bills,65+,helped
has helped to pay some bills,66.0,"Income: Under $25,000",has helped to pay some bills,65+,pay
has helped to pay some bills,66.0,"Income: Under $25,000",has helped to pay some bills,65+,bills
Great deal,31.0,"Income: $75,001 - $100,000",Great deal,25-34,great
Great deal,31.0,"Income: $75,001 - $100,000",Great deal,25-34,deal
Allowed me to continue to pay rent and save for the future economic collapse ,23.0,"Income: $25,000 - $50,000",Allowed me to continue to pay rent and save for the future economic collapse ,18-24,allowed
Allowed me to continue to pay rent and save for the future economic collapse ,23.0,"Income: $25,000 - $50,000",Allowed me to continue to pay rent and save for the future economic collapse ,18-24,continue
Allowed me to continue to pay rent and save for the future economic collapse ,23.0,"Income: $25,000 - $50,000",Allowed me to continue to pay rent and save for the future economic collapse ,18-24,pay
Allowed me to continue to pay rent and save for the future economic collapse ,23.0,"Income: $25,000 - $50,000",Allowed me to continue to pay rent and save for the future economic collapse ,18-24,rent
Allowed me to continue to pay rent and save for the future economic collapse ,23.0,"Income: $25,000 - $50,000",Allowed me to continue to pay rent and save for the future economic collapse ,18-24,save
Allowed me to continue to pay rent and save for the future economic collapse ,23.0,"Income: $25,000 - $50,000",Allowed me to continue to pay rent and save for the future economic collapse ,18-24,future
Allowed me to continue to pay rent and save for the future economic collapse ,23.0,"Income: $25,000 - $50,000",Allowed me to continue to pay rent and save for the future economic collapse ,18-24,economic
Allowed me to continue to pay rent and save for the future economic collapse ,23.0,"Income: $25,000 - $50,000",Allowed me to continue to pay rent and save for the future economic collapse ,18-24,collapse
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,helped
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,pay
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,bills
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,ve
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,unable
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,work
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,childcare
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,kids
